id,text,platform,topic,time_of_day,text_length,has_emoji,word_count,contains_punctuation_emphasis,emotion
2818,Three separate apps for three things that used to be one. Progress.,review,work,afternoon,67,False,12,False,sarcasm
2819,Just got the call. We're in. Season starts in two months.,twitter,health,afternoon,57,False,11,False,excitement
2820,First day at the new job tomorrow. Hope I made the right call.,chat,social,evening,62,False,13,False,anxiety
2821,The trailer dropped and I've watched it four times already.,twitter,personal,morning,59,False,10,False,excitement
2822,Built the whole thing myself. From scratch. It works. It actually works.,chat,finance,afternoon,72,False,12,False,pride
2823,My student passed her board exams. I taught her everything she used today.,chat,personal,morning,74,False,13,False,pride
2824,It's raining outside and I have nowhere to be. Perfect day.,review,health,morning,59,False,11,False,joy
2825,Had to repeat my account details to three different agents today.,review,health,morning,65,False,11,False,frustration
2826,The client said it was the best work they've received in years.,chat,product_feedback,evening,63,False,12,False,pride
2827,I'll send over the details once I have them confirmed.,chat,health,afternoon,54,False,10,False,neutral
2828,My favorite is when the loading spinner just spins forever. Very zen..,support_ticket,social,night,70,False,12,False,sarcasm
2829,Can't sleep again. Running through every possible thing that could go wrong..,support_ticket,tech,afternoon,77,False,12,False,anxiety
2830,The collaboration fell through. We were really looking forward to it..,chat,health,afternoon,70,False,11,False,disappointment
2831,The package should arrive between Tuesday and Thursday.,review,customer_service,night,55,False,8,False,neutral
2832,The system maintenance is scheduled for Sunday between 2am and 4am.,review,tech,morning,67,False,11,False,neutral
2833,The client said it was the best work they've received in years.,review,personal,afternoon,63,False,12,False,pride
2834,Oh you moved the settings menu again. Fun surprise.,twitter,finance,afternoon,51,False,9,False,sarcasm
2835,My student passed her board exams. I taught her everything she used today.,review,work,afternoon,74,False,13,False,pride
2836,Got the feedback. A lot of it was fair. Still hard to read.,twitter,finance,morning,59,False,13,False,disappointment
2837,The sunset tonight was unreal. Had to put my phone down just to watch.,support_ticket,personal,morning,70,False,14,False,joy
2838,The beta just went live. Watching signups come in real time. Insane.,support_ticket,tech,evening,68,False,12,False,excitement
2839,Paid for priority support. Currently waiting 6 hours for a response. Not sure what to think.,support_ticket,personal,evening,92,False,16,False,frustration
2840,The website logged me out in the middle of completing a form. Lost everything.,support_ticket,customer_service,afternoon,78,False,14,False,frustration
2841,Three separate apps for three things that used to be one. Progress.,twitter,personal,afternoon,67,False,12,False,sarcasm
2842,The website logged me out in the middle of completing a form. Lost everything.,support_ticket,customer_service,evening,78,False,14,False,frustration
2843,Your account has been created. You can log in with the email provided.,review,health,morning,70,False,13,False,neutral
2844,Deadline is in four hours and I'm still not confident this is ready..,support_ticket,finance,afternoon,69,False,13,False,anxiety
2845,The package should arrive between Tuesday and Thursday.,support_ticket,product_feedback,evening,55,False,8,False,neutral
2846,Had to repeat my account details to three different agents today.,chat,customer_service,morning,65,False,11,False,frustration
2847,The conference was underwhelming. Sessions felt rushed and surface level.,review,social,afternoon,73,False,10,False,disappointment
2848,I followed the instructions exactly. It still doesn't work. What am I missing.,chat,customer_service,night,78,False,13,False,frustration
2849,Had to repeat my account details to three different agents today.,support_ticket,finance,evening,65,False,11,False,frustration
2850,I reviewed the document. A few minor edits noted in the comments.,chat,customer_service,morning,65,False,12,False,neutral
2851,My team didn't need me to jump in once today. That's the whole goal.,twitter,customer_service,evening,68,False,14,False,pride
2852,Love being told to clear my cache. Never heard that one before.!,review,product_feedback,morning,64,False,12,True,sarcasm
2853,Got early access. Installing right now. Hands literally shaking.,support_ticket,tech,morning,64,False,9,False,excitement
2854,My favorite is when the loading spinner just spins forever. Very zen.,twitter,work,morning,69,False,12,False,sarcasm
2855,Replied to this exact email three times now. Does anyone actually read these?,twitter,health,afternoon,77,False,13,True,frustration
2856,I reviewed the document. A few minor edits noted in the comments.,twitter,customer_service,morning,65,False,12,False,neutral
2857,My order arrived a day early and everything was perfect.!,twitter,customer_service,night,57,False,10,True,joy
2858,The meeting got moved to Monday with no explanation. That's never good.,chat,customer_service,afternoon,71,False,12,False,anxiety
2859,My account got flagged for unusual activity. I didn't do anything unusual.!,support_ticket,social,night,75,False,12,True,anxiety
2860,Reached out about the role I was really excited about. Already filled.!,chat,personal,night,71,False,12,True,disappointment
2861,Another terms and conditions update. Can't wait to not read it. Not sure what to think.,support_ticket,tech,night,87,False,16,False,sarcasm
2862,Big presentation in two hours. Keep rehearsing in my head but nothing feels ready.,support_ticket,customer_service,morning,82,False,14,False,anxiety
2863,Three years of night classes and I finally have the degree.,support_ticket,product_feedback,evening,59,False,11,False,pride
2864,My article got cited in a research paper. Still processing that. Not sure what to think.,twitter,health,afternoon,88,False,16,False,pride
2865,Got a calendar invite titled 'Quick chat' from my manager. Just that.,twitter,social,afternoon,69,False,12,False,anxiety
2866,Our product just hit the front page. This is it.,support_ticket,customer_service,night,48,False,10,False,excitement
2867,We hit 10k users today. Started this project alone in my bedroom.,review,health,morning,65,False,12,False,excitement
2868,The server is responding slowly and we have a demo in 20 minutes. Honestly.,review,health,morning,75,False,14,False,anxiety
2869,Paid for priority support. Currently waiting 6 hours for a response.,chat,social,morning,68,False,11,False,frustration
2870,The sunset tonight was unreal. Had to put my phone down just to watch.,twitter,health,morning,70,False,14,False,joy
2871,Just demoed to our biggest potential client ever. They want a proposal. Not sure what to think.,support_ticket,social,afternoon,95,False,17,False,excitement
2872,I'll send over the details once I have them confirmed.,review,finance,morning,54,False,10,False,neutral
2873,They reduced the portion size and kept the price the same. Classic.,chat,personal,morning,67,False,12,False,disappointment
2874,My mentor is leaving the company. Genuinely one of the best people here.,twitter,personal,evening,72,False,13,False,disappointment
2875,Let me know if you need anything else from my end.,support_ticket,social,morning,50,False,11,False,neutral
2876,We bootstrapped to profitability. No outside funding. Just us.,review,product_feedback,night,62,False,9,False,pride
2877,My doctor said the results would be in by now. They're not.,support_ticket,finance,night,59,False,12,False,anxiety
2878,The office will be closed on Friday for the public holiday.,support_ticket,personal,night,59,False,11,False,neutral
2879,Got a calendar invite titled 'Quick chat' from my manager. Just that.,chat,tech,afternoon,69,False,12,False,anxiety
2880,Finally finished the book I started six months ago. So worth it.,support_ticket,tech,morning,64,False,12,False,joy
2881,Big presentation in two hours. Keep rehearsing in my head but nothing feels ready.,support_ticket,customer_service,afternoon,82,False,14,False,anxiety
2882,"Sure, I'll just restart my computer for the fourth time today. That'll do it.",twitter,social,evening,77,False,14,False,sarcasm
2883,We hit 10k users today. Started this project alone in my bedroom. Honestly.,twitter,health,afternoon,75,False,13,False,excitement
2884,Thought we'd crossed a milestone today. Numbers say otherwise.,chat,social,night,62,False,9,False,disappointment
